Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2021-02-19,14.884641647338867,15.134438891463464,14.805115230939935,14.98236639799842,271724000
2021-02-22,14.315489768981934,15.090809443306608,14.28482573264183,14.733314367609095,325884000
2021-02-23,14.102340698242188,14.19881963343918,13.35195045937646,14.035777365455168,391780000
2021-02-24,14.458341598510742,14.466070375748892,13.717425083680581,14.083147360949729,448320000
2021-02-25,13.270180702209473,14.33443798699334,13.179187133736889,14.006110991803554,824436000
2021-02-26,13.67603874206543,13.815645509869658,13.323529751360189,13.713931328326733,500932000
2021-03-01,13.802932739257812,13.885949321001982,13.515241967729919,13.836089349362865,353184000
2021-03-02,13.368653297424316,13.881460928666272,13.358431951392774,13.861018236603186,264116000
2021-03-03,12.768841743469238,13.413777543276217,12.762858052083374,13.388598869860433,377592000
2021-03-04,12.335561752319336,12.938616576022513,12.049865163193754,12.764854597565634,573344000
2021-03-05,12.426552772521973,12.514804603359082,11.646496134063495,12.514804603359082,542840000
2021-03-08,11.56074047088623,12.436277690098503,11.53406492027041,12.415087507609316,543112000
2021-03-09,12.489448547363281,12.585710586701868,12.029582238014875,12.100407665853615,521824000
2021-03-10,12.437576293945312,12.948066572746527,12.42685292339801,12.808910100942292,384376000
2021-03-11,12.961535453796387,13.014156273626458,12.703172774674462,12.918142518050555,299916000
2021-03-12,12.824372291564941,12.857041851117744,12.559026896264074,12.617133067544048,243964000
2021-03-15,13.158799171447754,13.17426110970681,12.73584243101685,12.833102427316174,221988000
2021-03-16,13.258552551269531,13.479257837675465,13.084481372803003,13.323641474792712,272128000
2021-03-17,13.308429718017578,13.420153700648893,12.957544682409727,13.007671116067991,243864000
2021-03-18,12.691203117370605,13.151568017279345,12.685716806925916,13.104185207444301,293896000
2021-03-19,12.814146995544434,12.889710986982735,12.581471167444477,12.718632702400825,299208000
2021-03-22,13.153807640075684,13.361545328853861,12.87499528552396,12.880981041263372,297804000
2021-03-23,13.038596153259277,13.311672080567098,12.989217459153739,13.221644080605948,222048000
2021-03-24,12.611896514892578,13.126877093413306,12.605662461359328,13.118896401350066,245840000
2021-03-25,12.504412651062012,12.683471654533125,12.241810854541152,12.468751160231504,295144000
2021-03-26,12.807663917541504,12.82462229390924,12.343059962632033,12.523614443030619,363968000
2021-03-29,12.916396141052246,13.03036526004874,12.66875684725543,12.78871077199155,273520000
2021-03-30,12.840084075927734,12.943329820806323,12.673744343397683,12.810407393306773,200204000
2021-03-31,13.315412521362305,13.437361379878029,12.950561986434117,12.983480795926578,314776000
2021-04-01,13.777772903442383,13.835879080768066,13.47801127894021,13.538862038226707,308276000
2021-04-05,13.953088760375977,13.979523315095443,13.699214481896792,13.833384093236818,255672000
2021-04-06,13.827399253845215,14.019675048728104,13.739616396250584,13.965309496536149,191744000
2021-04-07,14.108705520629883,14.208458937130143,13.677768135683046,13.84660129493534,251284000
2021-04-08,14.281778335571289,14.435898249089426,14.2139448346701,14.217686408200958,244416000
2021-04-09,14.364575386047363,14.372556078838363,14.14012946049153,14.179033078443032,195172000
2021-04-12,15.171584129333496,15.314731433707978,14.104465977801848,14.254596031105418,869324000
2021-04-13,15.6409273147583,15.661377066442782,15.088539527921586,15.194029461631905,676212000
2021-04-14,15.239418983459473,15.681827538993751,15.19004028928494,15.586562476746503,385500000
2021-04-15,16.097553253173828,16.17436349825913,15.59304674396962,15.623970620941911,598480000
2021-04-16,15.873353004455566,16.12598008943115,15.826218501412095,16.01350646843604,335208000
2021-04-19,15.323958396911621,15.768612048726274,15.195525285421995,15.498278823834138,404420000
2021-04-20,15.133927345275879,15.458875362058153,14.926189618252145,15.285552882888071,334132000
2021-04-21,15.322711944580078,15.324706879775038,15.065097029883184,15.081555958737745,216776000
2021-04-22,14.813718795776367,15.400521867224105,14.747132474891446,15.337177673145806,277788000
2021-04-23,15.22769546508789,15.29727370248584,14.863593646617081,14.89750944608486,227500000
2021-04-26,15.439923286437988,15.44092122976747,15.087791990367876,15.147644806930623,197796000
2021-04-27,15.343910217285156,15.631949573137733,15.31672696447076,15.540175890217878,164572000
2021-04-28,15.239168167114258,15.494040417919788,15.178069111051128,15.32670273224523,209416000
2021-04-29,15.2870512008667,15.398525946792525,15.034424071797295,15.362115759293001,173196000
2021-04-30,14.972574234008789,15.327199878603071,14.960105175895864,15.137169225880765,201912000
2021-05-03,14.800251007080078,15.20924223777968,14.7511225142215,15.087791869623961,203912000
2021-05-04,14.315942764282227,14.601488646469987,13.975782087903074,14.60123939851099,405324000
2021-05-05,14.422930717468262,14.777057880701475,14.35210528482162,14.672814191288305,292024000
2021-05-06,14.48727035522461,14.53540184870253,14.18302136153679,14.459588610408613,193380000
2021-05-07,14.775809288024902,14.93391906739071,14.635654875272314,14.771819417961543,229328000
2021-05-10,14.230652809143066,14.769573491196601,14.214941626367438,14.75086943036998,268904000
2021-05-11,14.2710542678833,14.319435012067427,13.71617310026738,13.790988399639572,285584000
2021-05-12,13.724651336669922,14.225166920041739,13.67552285196865,13.975033276670255,303408000
2021-05-13,13.631630897521973,14.046109333462992,13.42588811866728,13.999224078927785,285404000
2021-05-14,14.207961082458496,14.292752013541277,13.714677433186372,13.855829803441582,258616000
2021-05-17,14.130650520324707,14.134391142572785,13.819418762550056,14.122171332609264,216980000
2021-05-18,13.981268882751465,14.368813321991661,13.969547568974676,14.231901032825663,186256000
2021-05-19,14.031147003173828,14.044863252937322,13.509932366145637,13.533124795954503,344000000
2021-05-20,14.576554298400879,14.647628989531981,14.235395590705924,14.267316461611319,321592000
2021-05-21,14.954870223999023,15.184554169231506,14.832921353406686,15.126447037395607,672992000
2021-05-24,15.573594093322754,15.706266327666086,15.138665855139163,15.175076040317867,554816000
2021-05-25,15.609254837036133,15.779584439719866,15.444411543967227,15.727213823403543,435408000
2021-05-26,15.661375999450684,15.75489536364087,15.54790633225724,15.69554199926276,370440000
2021-05-27,15.449898719787598,15.711254271384014,15.42196772285293,15.661127835434264,581476000
2021-05-28,16.20453453063965,16.237454287840492,15.462864882329143,15.462864882329143,644536000
2021-06-01,16.224489212036133,16.347935473642835,15.864127958324758,16.229976473614617,472804000
2021-06-02,16.73697280883789,16.877128178251017,16.195558646312733,16.21226777374694,594168000
2021-06-03,16.92799949645996,17.21653919121197,16.542201731687715,16.659662203794827,580008000
2021-06-04,17.535003662109375,17.617548491853103,17.0534414177765,17.07039788842642,617120000
2021-06-07,17.575654983520508,17.76867947172536,17.150455047093143,17.528023884085115,575756000
2021-06-08,17.41405487060547,17.57814946975256,17.208560371373252,17.484131607589486,323848000
2021-06-09,17.31951332092285,17.535780721881775,17.21724304760244,17.476663064864983,381656000
2021-06-10,17.3861141204834,17.452965945027934,17.137671136572692,17.311282630136223,287772000
2021-06-11,17.785472869873047,17.899218794058417,17.404823958700685,17.440493617838474,416308000
2021-06-14,17.978540420532227,17.999244162607233,17.62333583892256,17.866042920276705,321376000
2021-06-15,17.748809814453125,17.976052431058022,17.688445610042237,17.8750286463565,243032000
2021-06-16,17.770509719848633,17.914688031036157,17.545263461195876,17.751054402065236,307124000
2021-06-17,18.61562156677246,18.79297460720835,17.71663279842081,17.73484159199634,809656000
2021-06-18,18.597158432006836,19.331765442705965,18.54253016298032,18.74208463201298,968856000
2021-06-21,18.386125564575195,18.495132769923824,17.782974818131443,18.394107132326592,672384000
2021-06-22,18.844602584838867,18.92143232381055,18.344970443440133,18.430280361670633,580144000
2021-06-23,19.01471710205078,19.110004909090883,18.865550862713647,18.965328063338884,332356000
2021-06-24,19.162641525268555,19.37666328306946,19.045652733544433,19.184842999806214,320924000
2021-06-25,18.988529205322266,19.302328151688936,18.85233442218494,19.237472677441232,278364000
2021-06-28,19.940406799316406,20.03394760894078,19.275892522351057,19.318047927502214,495436000
2021-06-29,19.982059478759766,20.05389740507961,19.613133627200476,19.838130514850587,367632000
2021-06-30,19.957866668701172,20.117509490168736,19.81942620130902,19.954623798999663,326568000
2021-07-01,20.166900634765625,20.410355677231596,19.974330486109007,20.08009486539896,480136000
2021-07-02,20.441287994384766,20.459498690062734,20.242483300759183,20.39464318812842,342764000
2021-07-06,20.652313232421875,20.795492403590373,20.30484087767398,20.691225766653048,446708000
2021-07-07,20.326295852661133,20.828423108806717,20.2866353965725,20.80697144560945,418428000
2021-07-08,19.858339309692383,20.08807493944189,19.65679038448507,19.812193120256214,503300000
2021-07-09,20.005504608154297,20.035438344735283,19.710165638972114,19.917950950252028,296624000
2021-07-12,20.46672821044922,20.486931440280244,20.142701974510995,20.194835290071577,321984000
2021-07-13,20.20481300354004,20.41559191282485,20.069116801359257,20.35497651465563,290708000
2021-07-14,19.797225952148438,20.37219021147144,19.708675050402782,20.312324625479327,380100000
2021-07-15,18.923927307128906,19.802712615853245,18.81641780631907,19.767541563589802,550564000
2021-07-16,18.12047576904297,19.114253634630632,18.032672782425777,18.98803672242513,688224000
2021-07-19,18.737842559814453,18.999506326648362,17.825631445000248,17.875271703441314,749060000
2021-07-20,18.570470809936523,18.795966371733165,18.123470471927458,18.688207548588306,434687000
2021-07-21,19.366683959960938,19.483423438095404,18.700175417850065,18.839862381024883,371017000
2021-07-22,19.55027961730957,19.842625113327063,19.232988381513685,19.59817284947794,323826000
2021-07-23,19.514354705810547,19.656038014900673,19.207041478833922,19.612135581591964,195672000
2021-07-26,19.250944137573242,19.398612673272545,18.87179107976758,19.26790639829814,203943000
2021-07-27,19.165138244628906,19.578213977499203,18.69917937861263,19.222010259561046,248863000
2021-07-28,19.459476470947266,19.60215699543012,18.95261072554939,19.27588707854818,202191000
2021-07-29,19.618120193481445,19.80869391602063,19.284864056761442,19.475437779300627,190781000
2021-07-30,19.455488204956055,19.586194490823832,19.22001478198621,19.374667678926546,183497000
2021-08-02,19.70592498779297,19.916454551964733,19.31779315905893,19.656037331339196,217444000
2021-08-03,19.770782470703125,20.17687382086152,19.17710902193863,19.69594907533359,301811000
2021-08-04,20.228757858276367,20.272660294584725,19.78375207608851,19.945391220735015,231309000
2021-08-05,20.590944290161133,20.686730720342474,20.29660255480396,20.454250895886414,211435000
2021-08-06,20.3205509185791,20.524096148760073,20.164898907628032,20.478199273286513,178497000
2021-08-09,20.249710083007812,20.46223410099579,20.098048857451968,20.400372185145788,146443000
2021-08-10,19.891510009765625,20.384407041216143,19.79073367402778,20.276648260793813,179238000
2021-08-11,19.65504264831543,20.00426203166139,19.386643798764577,19.998274902544892,185925000
2021-08-12,19.860586166381836,19.98430812711342,19.57622224617703,19.82566441499477,151652000
2021-08-13,20.142948150634766,20.16889110337351,19.806700306984172,19.86058065307714,183063000
2021-08-16,19.90548324584961,20.241731139141816,19.40959063441719,20.09006989391872,210876000
2021-08-17,19.41457748413086,19.725881495356077,19.224003737171717,19.641070192734382,204585000
2021-08-18,18.997512817382812,19.590187158874645,18.95760116460458,19.456485405778384,285913000
2021-08-19,19.753822326660156,20.449267516834226,18.720132893608813,19.450499831207676,766555000
2021-08-20,20.769550323486328,20.818440769765257,19.888521263811523,19.946390500496992,675741000
2021-08-23,21.909000396728516,21.947912925807106,20.903250350633197,20.924203397298,575807000
2021-08-24,21.744367599487305,21.909997531385216,21.48694391201485,21.70445785017865,297299000
2021-08-25,22.16343116760254,22.419857643177572,21.67352760765165,21.688493526251065,347701000
2021-08-26,22.01875877380371,22.290151199940805,21.741379218284774,22.150464201648568,237940000
2021-08-27,22.58548927307129,22.671297812529208,22.117535945744294,22.134498209537867,304722000
2021-08-30,22.637367248535156,22.99157454349071,22.500673857239274,22.779050547135782,262580000
2021-08-31,22.3389892578125,22.648351539197673,22.07453455787261,22.648351539197673,259850000
2021-09-01,22.394872665405273,22.650346976918826,22.311045692279038,22.438782848035817,201767000
2021-09-02,22.34996223449707,22.546557779786212,22.249170019657587,22.471711189943935,187834000
2021-09-03,22.796045303344727,22.938751008342507,22.154367377268184,22.279110432537877,280532000
2021-09-07,22.615419387817383,22.85193175199729,22.475705860557778,22.786067428844145,198107000
2021-09-08,22.29308319091797,22.563526062752924,21.93182586082569,22.466725323109348,254434000
2021-09-09,22.13141632080078,22.49167436409393,22.08551134357219,22.26613906339988,196856000
2021-09-10,22.431798934936523,22.57949354520945,22.22422627932548,22.302065073465506,248376000
2021-09-13,22.106468200683594,22.91679945314238,21.813071877295915,22.637374292609916,297500000
2021-09-14,22.1962833404541,22.36393729454732,22.04060385304118,22.229214551396048,199755000
2021-09-15,22.29507827758789,22.321025809840197,21.92084908003349,22.26314446387039,166538000
2021-09-16,22.1962833404541,22.231211247556853,21.881930273101137,22.137404596562575,156033000
2021-09-17,21.854982376098633,22.275116504076188,21.785126571378843,22.25415976266025,294503000
2021-09-20,21.069602966308594,21.38894489978741,20.619529786404915,21.102534175277412,349440000
2021-09-21,21.20232582092285,21.380956807798107,20.906934767163182,21.372973831688537,204688000
2021-09-22,21.895898818969727,21.91485886480449,21.152429377866472,21.32208000784405,268726000
2021-09-23,22.435787200927734,22.488677753626337,21.845003134420406,22.094489243871266,248555000
2021-09-24,22.035612106323242,22.103473124845767,21.816064999304178,22.024635036486504,217655000
2021-09-27,21.615478515625,21.754192745335704,21.281168009429962,21.665374981095614,245215000
2021-09-28,20.656452178955078,21.374973422098716,20.608550508955098,21.170394880020993,343069000
2021-09-29,20.47482681274414,20.973799045887088,20.424928447373038,20.8969576569864,218394000
2021-09-30,20.673419952392578,21.022700943326686,20.64547762539211,20.72531311731177,221009000
2021-10-01,20.699363708496094,20.816121880682246,20.161470205057466,20.707346685202516,240978000
2021-10-04,19.691442489624023,20.49977705360861,19.514806256090917,20.46185505357973,345635000
2021-10-05,20.40896224975586,20.605557809774158,19.813189288670248,19.9089926262976,279282000
2021-10-06,20.65744972229004,20.6774071635698,20.038723360348456,20.078642049763726,297202000
2021-10-07,21.03167724609375,21.278169233572847,20.92888834187174,21.04864059401469,256919000
2021-10-08,20.788185119628906,21.162414376696862,20.732300460878932,21.05763064154066,151258000
2021-10-11,20.6524600982666,21.019703686500428,20.46883830414969,20.532707830127908,163388000
2021-10-12,20.62851333618164,21.01371965033618,20.485807601821623,20.78519023469679,162134000
2021-10-13,20.895959854125977,20.946855619421928,20.670424556091195,20.87500311019732,180652000
2021-10-14,21.7012996673584,21.710280040317638,21.07858180049667,21.24424093983298,243589000
2021-10-15,21.817060470581055,21.88591887935075,21.61747272820035,21.765167314945042,226994000
2021-10-18,22.17632484436035,22.245183264844428,21.599511849969776,21.70429747873108,189494000
2021-10-19,22.244182586669922,22.332998439284385,21.99170238328711,22.23020952192543,161473000
2021-10-20,22.057565689086914,22.38688726459648,21.936814127495424,22.259150122667332,146276000
2021-10-21,22.645355224609375,22.66431717444452,22.037607791883655,22.051578953476707,187590000
2021-10-22,22.679285049438477,23.08245393094305,22.514625207539453,22.776085781397935,249384000
2021-10-25,23.11838150024414,23.306992179062902,22.723195589304648,22.925777429517396,230235000
2021-10-26,24.66619110107422,25.207078693379014,23.874821912832736,23.939688832608766,485898000
2021-10-27,24.400741577148438,25.038428062047632,24.232088329597563,24.42369501670846,245990000
2021-10-28,24.889732360839844,24.89871463743383,24.472592314193292,24.82686213496586,234204000
2021-10-29,25.514442443847656,25.65615073845339,24.9486085650079,24.9496059611633,292503000
2021-11-01,25.773914337158203,25.840776060615124,25.175147208367978,25.596280704392232,265740000
2021-11-02,26.346729278564453,26.62316030481337,25.74696485932054,25.768920900082524,294112000
2021-11-03,26.543325424194336,26.72894390976585,26.18107263291449,26.615177925392462,239910000
2021-11-04,29.73974609375,31.30053054584952,27.062260305806582,27.17303221163715,1153631000
2021-11-05,29.690845489501953,31.335456833245594,29.34954751211164,30.12495081284974,851260000
2021-11-08,30.740686416625977,31.036077547189436,29.845528843477773,30.08703201614871,503101000
2021-11-09,30.593982696533203,32.243586659600666,29.9024083019337,32.215644336725056,646746000
2021-11-10,29.398447036743164,30.786588600174127,28.7188470671738,29.29566001580233,636206000
2021-11-11,30.327529907226562,30.527119549916076,29.715791021450595,30.405370591178073,332172000
2021-11-12,30.327529907226562,30.616934698783563,29.56909192980548,29.948311870229972,413054000
2021-11-15,29.963279724121094,30.581006779573574,29.186879115830916,30.48919684042176,384909000
2021-11-16,30.140914916992188,30.3275308006158,29.644936791171745,29.697829247202147,264484000
2021-11-17,29.200851440429688,30.446287176657105,28.74079861985027,30.355472726652906,428508000
2021-11-18,31.609888076782227,32.69265683604596,31.256615668173605,32.30046694089971,781711000
2021-11-19,32.917205810546875,33.01999475192539,31.839425634521945,32.17673028088218,533867000
2021-11-22,31.89031219482422,34.57578069243723,31.834427549306902,33.4481023989034,754335000
2021-11-23,31.68074607849121,32.29348431531338,30.816525023059096,31.470179349441892,532163000
2021-11-24,32.60682678222656,32.78745442884217,30.8644160156458,31.396321189058206,435162000
2021-11-26,31.438241958618164,32.64275964880542,31.28555659079967,32.53298515826952,283069000
2021-11-29,33.307395935058594,33.34332123751521,31.970150118608004,32.299473639315565,454964000
2021-11-30,32.608821868896484,33.28443201031286,31.798492845123945,33.10080836730879,622066000
2021-12-01,31.374221801757812,33.22463920028377,31.31932783633501,33.15477484562234,484368000
2021-12-02,32.06388854980469,32.41520919739524,30.96501733909854,31.153653016640646,472890000
2021-12-03,30.63365936279297,32.06688384228752,30.07174622980887,31.93813163483009,544325000
2021-12-06,29.978933334350586,30.18253753140916,27.983797239060703,29.822235353193456,658938000
2021-12-07,32.36430358886719,32.38626422162918,30.591738246734344,30.897148284520917,593053000
2021-12-08,31.764469146728516,32.22757276894839,31.36025147158854,31.937135010758553,475551000
2021-12-09,30.431049346923828,32.142735562331445,30.369168945749347,31.6726436363354,488507000
2021-12-10,30.13961410522461,31.24447414372459,29.803265779189793,31.08977314072366,488825000
2021-12-13,28.106552124023438,30.235429453900565,28.06163905199242,30.190516381869546,598344000
2021-12-14,28.282217025756836,28.62255738718442,27.19731858901298,27.645449960078636,667035000
2021-12-15,30.400110244750977,30.441031340908875,27.784177393279027,28.345091097360005,698297000
2021-12-16,28.33211898803711,31.0997587062086,28.038688652907197,31.091774751196695,707366000
2021-12-17,27.747251510620117,28.866084513821278,27.706330412496648,27.930895789317223,713758000
2021-12-20,27.6654109954834,28.089588585739136,27.09252129792592,27.25221181922181,461847000
2021-12-21,29.018789291381836,29.063702367832537,27.3480239896124,28.319144340098806,524385000
2021-12-22,29.343158721923828,29.497859735844237,28.393997137740122,28.835143931093477,395184000
2021-12-23,29.58269500732422,30.00088555963705,29.374099442198006,29.697472444063603,343022000
2021-12-27,30.885173797607422,31.026899467312578,29.58269644654039,29.60265823746476,403686000
2021-12-28,30.263376235961914,31.26942679962951,29.953974216379613,31.25146195093205,420591000
2021-12-29,29.9429988861084,30.48894226101068,29.30922629538712,30.214474295872787,343139000
2021-12-30,29.528799057006836,30.39811536049081,29.482888465222835,29.76933233244258,308864000
2021-12-31,29.35413932800293,29.97194400779478,29.274294067292963,29.616631360255656,266530000
2022-01-03,30.06276512145996,30.651624582903967,29.727414293582168,29.75735697767053,391547000
2022-01-04,29.233373641967773,30.409095675209777,28.29419292188651,30.218464956704405,527154000
2022-01-05,27.550630569458008,29.359127526177748,27.479768693565187,28.893029463658266,498064000
2022-01-06,28.123523712158203,28.383021289445175,27.012676481336786,27.586563706783856,454186000
2022-01-07,27.194318771362305,28.367048098700508,27.004685595633504,28.086591263743465,409939000
2022-01-10,27.347028732299805,27.415895582129004,25.59442299105561,26.52961181550805,594681000
2022-01-11,27.763216018676758,28.010737613886754,26.7871082192804,27.270171672123823,404089000
2022-01-12,27.944868087768555,28.539714564955542,27.554623289676226,28.012735506788296,383413000
2022-01-13,26.523622512817383,28.424938300544927,26.44676981062193,28.324133734411912,540171000
2022-01-14,26.889909744262695,27.144417793034062,26.15932464358932,26.249150789783805,395832000
2022-01-18,25.852922439575195,26.586502096835268,25.720180142919816,26.209232613206122,424270000
2022-01-19,25.01853370666504,26.49167977055228,25.003563317549837,26.02857809333129,488315000
2022-01-20,24.10331153869629,25.529549771779315,24.031450230407202,25.255081797321385,435181000
2022-01-21,23.328805923461914,24.775003626288658,23.218020485773657,23.46154818358292,718958000
2022-01-24,23.326810836791992,23.334794790372676,20.84761430587089,22.286825688304823,913982000
2022-01-25,22.28083610534668,22.89864065896213,21.957463151064083,22.502406991705346,664616000
2022-01-26,22.72797203063965,24.010487462454297,22.256884472463902,23.195067611762184,755959000
2022-01-27,21.901575088500977,23.948610407504805,21.633094151119476,23.52243589687238,573353000
2022-01-28,22.79584312438965,22.81380797435671,21.25482754600818,21.96944289295478,543774000
2022-01-31,24.438661575317383,24.46161782547409,23.00743389482427,23.137181729796545,564680000
2022-02-01,24.59036636352539,25.0963861195441,23.843811420300632,25.0554650218014,518925000
2022-02-02,25.193201065063477,25.76708829461429,24.505532004420324,25.74413394762899,543419000
2022-02-03,23.901702880859375,25.02851997099475,23.734028395076432,24.41071716026495,410178000
2022-02-04,24.271987915039062,24.58737702371096,23.586315716481064,23.925658597022096,354829000
2022-02-07,24.680194854736328,25.133315720726692,24.1552107776214,24.32488219866303,376868000
2022-02-08,25.059463500976562,25.18122740375108,23.93364378005757,24.31191084540489,410359000
2022-02-09,26.65336799621582,26.673329784734484,25.303982693125686,25.57246170515625,524282000
2022-02-10,25.774072647094727,26.87294386426825,25.55050669154954,25.944743476270883,513200000
2022-02-11,23.902698516845703,26.10144045086066,23.727040089477473,25.865896651576726,605472000
2022-02-14,24.22008514404297,24.82690950810967,23.70907395093763,23.88772874556484,440424000
2022-02-15,26.443777084350586,26.49367965605607,24.73608458162661,24.900764591183574,699869000
2022-02-16,26.459745407104492,26.530609192134296,25.502599827448215,26.208233700505765,732676000
2022-02-17,24.459617614746094,25.73514658054274,24.118279789032503,25.580445575519956,810595000
2022-02-18,23.596288681030273,24.937689936455428,23.055336814132236,24.620303993631182,761255000
2022-02-22,23.34478187561035,24.017478686544916,22.955536432235384,22.990468617991528,633422000
2022-02-23,22.343717575073242,24.10830099326957,22.257885303841995,23.755982820677037,566511000
2022-02-24,23.702085494995117,23.753985005383658,20.84961126769638,20.97436959630377,735801000
2022-02-25,24.110294342041016,24.1701778047602,23.33579559273523,23.675138387578873,528866000
2022-02-28,24.337854385375977,24.617313720025166,23.661165729918974,23.945614559981106,477319000
2022-03-01,23.43160629272461,24.32986765752615,23.087274038657856,24.24403349765344,412056000
2022-03-02,24.177289962768555,24.36595776316323,23.37371109259494,23.714109379928413,389642000
2022-03-03,23.67218589782715,24.283106273216287,23.427617067609017,24.219218042700607,365095000
2022-03-04,22.895553588867188,23.638241040034575,22.44235373771478,23.342763503030408,431415000
2022-03-07,21.314350128173828,22.99238774615269,21.29238955966222,22.776767102643568,450821000
2022-03-08,21.476062774658203,22.33354729257822,20.613586007361604,21.271424341879477,557467000
2022-03-09,22.973421096801758,23.179057248104534,22.207773291766387,22.347525831099777,492742000
2022-03-10,22.6180477142334,22.7478176453068,21.843415073164238,22.49127084816649,428066000
2022-03-11,22.061031341552734,23.104188764046526,22.00712570703421,22.981404553858948,367209000
2022-03-14,21.292388916015625,22.22274473627401,21.12169091105155,21.83043806016922,385354000
2022-03-15,22.932491302490234,22.997377221162406,21.284403438506185,21.48005697889036,491996000
2022-03-16,24.45280647277832,24.553628211845854,23.131141677093435,23.45856243097872,671422000
2022-03-17,24.72233009338379,24.798194389496683,23.86384594867932,24.077469296534115,471941000
2022-03-18,26.406354904174805,26.522151490123896,24.580581386606394,24.755272049910502,730719000
2022-03-21,26.68686294555664,27.10412711770942,25.92121509093624,26.460263898678804,591727000
2022-03-22,26.47722816467285,27.18996980901101,26.026025549438742,26.679869314228366,547007000
2022-03-23,25.58880043029785,26.56507466192013,25.529904449568786,26.079931563168326,502120000
2022-03-24,28.100360870361328,28.27006117432525,25.861316069512192,26.119860134581526,877379000
2022-03-25,27.64316749572754,28.307993440069914,27.222910357307455,27.83682564076314,579016000
2022-03-28,28.16924285888672,28.20018833538596,27.158028538413475,27.707059896183978,425494000
2022-03-29,28.605470657348633,28.894958306684245,27.930662062478252,28.644401446440966,488984000
2022-03-30,27.64117431640625,28.44575284009706,27.454503782301863,28.25409196032564,463487000
2022-03-31,27.237890243530273,28.198193995600818,27.221919611404,27.733016015173206,523440000
2022-04-01,26.66490364074707,27.447521756824713,26.220688530306184,27.32673480399301,517235000
2022-04-04,27.31175994873047,27.509410792991396,26.5660773046545,26.680874310241915,397120000
2022-04-05,25.88527488708496,27.270827874661148,25.774470555611817,27.205941957892414,436615000
2022-04-06,24.363964080810547,25.255389153160042,23.960677101781798,24.89003527746439,703833000
2022-04-07,24.16531753540039,24.678411208744393,23.436605101270906,24.397906520431153,557992000
2022-04-08,23.07823371887207,23.88081687759532,23.021335019105305,23.874826939519217,524781000
2022-04-11,21.878355026245117,22.28064432124628,21.621808207745975,22.174832229313022,575207000
2022-04-12,21.466081619262695,22.684929295161435,21.24447295091747,22.497261070505825,662258000
2022-04-13,22.163846969604492,22.460324131590653,21.417166779097364,21.689686094459127,516943000
2022-04-14,21.22051429748535,22.736836786329683,21.125682500407688,22.465315151100608,569097000
2022-04-18,21.744590759277344,22.049051350332444,21.041831657437864,21.162618586314927,525701000
2022-04-19,22.158859252929688,22.33354992197156,21.276417192204843,21.681701448367473,512781000
2022-04-20,21.444116592407227,22.630021266356646,21.16261431396196,22.477291205498844,468974000
2022-04-21,20.147411346435547,22.352515792807566,19.964733471590826,21.670719581173074,656209000
